TITLE="noise output"	VARIABLES="frequency" 
	"Re(V(OUT))"
	"Im(V(OUT))"
	"onoise_spectrum "
	"inoise_spectrum "

ZONE F=POINT  T="Xyce data"
1.000000e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.258925e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.584893e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.995262e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
2.511886e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.162278e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.981072e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
5.011872e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
6.309573e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
7.943282e+00	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.000000e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.258925e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.584893e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.995262e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
2.511886e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.162278e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.981072e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
5.011872e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
6.309573e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
7.943282e+01	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.000000e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.258925e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.584893e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.995262e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
2.511886e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.162278e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.981072e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
5.011872e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
6.309573e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
7.943282e+02	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.000000e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.258925e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.584893e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.995262e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
2.511886e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.162278e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.981072e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
5.011872e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
6.309573e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
7.943282e+03	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.000000e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.258925e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.584893e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.995262e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
2.511886e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.162278e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.981072e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
5.011872e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
6.309573e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
7.943282e+04	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.000000e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.258925e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.584893e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.995262e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
2.511886e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.162278e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
3.981072e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
5.011872e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
6.309573e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
7.943282e+05	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
1.000000e+06	5.000000e-01	0.000000e+00	8.287877e-18	3.315151e-17
